cust_id,seg_name,update_at,active_flag
3765276,ONE-OFFS,2015-01-01 00:00:00,N
3765276,INFREQUENT,2014-07-01 00:00:00,N
3765276,LAPSED,2015-09-01 00:00:00,N
3765276,LAPSED,2015-03-01 00:00:00,N
3765276,ONE-OFFS,2016-01-01 00:00:00,N
3765276,INFREQUENT,2016-02-01 00:00:00,Y
3765276,LOYAL,2014-01-01 00:00:00,N
3765276,LOYAL,2014-04-01 00:00:00,N
3765276,INFREQUENT,2014-06-01 00:00:00,N
3769351,INFREQUENT,2014-06-01 00:00:00,N
3769351,ONE-OFFS,2015-01-01 00:00:00,N
3769351,ONE-OFFS,2016-02-01 00:00:00,Y
3769351,LAPSED,2015-12-01 00:00:00,N
3769351,LAPSED,2015-06-01 00:00:00,N
3769351,ONE-OFFS,2014-05-01 00:00:00,N
3769351,INFREQUENT,2014-01-01 00:00:00,N
3840415,LOYAL,2015-01-01 00:00:00,N
3840415,INFREQUENT,2014-01-01 00:00:00,N
3840415,INFREQUENT,2016-02-01 00:00:00,Y
3840415,ONE-OFFS,2014-12-01 00:00:00,N
3840415,INFREQUENT,2015-06-01 00:00:00,N
3840415,LAPSED,2016-01-01 00:00:00,N
3855656,INFREQUENT,2014-08-01 00:00:00,N
3855656,LOYAL,2014-04-01 00:00:00,N
3855656,VIP,2015-01-01 00:00:00,N
3855656,VIP,2014-01-01 00:00:00,N
3855656,VIP,2015-03-01 00:00:00,N
3855656,LOYAL,2014-02-01 00:00:00,N
3855656,VIP,2016-06-01 00:00:00,Y
3855656,VIP,2015-09-01 00:00:00,N
3855656,LOYAL,2014-12-01 00:00:00,N
3855656,VIP,2015-12-01 00:00:00,N
3855656,VIP,2016-01-01 00:00:00,N
3855656,INFREQUENT,2014-06-01 00:00:00,N
3855656,VIP,2016-03-01 00:00:00,Y
3874706,ONE-OFFS,2015-03-01 00:00:00,N
3874706,INFREQUENT,2016-02-01 00:00:00,N
3874706,INACTIVE,2014-01-01 00:00:00,N
3874706,ONE-OFFS,2016-03-01 00:00:00,Y
3884293,INFREQUENT,2014-01-01 00:00:00,N
3884293,ONE-OFFS,2014-06-01 00:00:00,N
3884293,ONE-OFFS,2015-04-01 00:00:00,N
3884293,INFREQUENT,2014-03-01 00:00:00,N
3884293,ONE-OFFS,2014-02-01 00:00:00,N
3884293,INFREQUENT,2015-05-01 00:00:00,N
3884293,INFREQUENT,2016-02-01 00:00:00,Y
3884293,INFREQUENT,2016-04-01 00:00:00,Y
3884293,LAPSED,2015-03-01 00:00:00,N
3893287,INFREQUENT,2015-01-01 00:00:00,N
3893287,INFREQUENT,2014-01-01 00:00:00,N
3893287,LOYAL,2014-07-01 00:00:00,N
3893287,INFREQUENT,2015-02-01 00:00:00,N
3893287,LOYAL,2015-07-01 00:00:00,Y
3893287,INFREQUENT,2014-02-01 00:00:00,N
3917306,LOYAL,2015-01-01 00:00:00,N
3917306,VIP,2015-10-01 00:00:00,Y
3917306,INFREQUENT,2015-03-01 00:00:00,N
3917306,INFREQUENT,2014-01-01 00:00:00,N
3917306,LOYAL,2014-06-01 00:00:00,N
3917306,INFREQUENT,2014-10-01 00:00:00,N
3917306,LOYAL,2015-07-01 00:00:00,N
3931779,INFREQUENT,2014-03-01 00:00:00,N
3931779,ONE-OFFS,2014-10-01 00:00:00,N
3931779,INFREQUENT,2014-09-01 00:00:00,N
3931779,ONE-OFFS,2016-02-01 00:00:00,Y
3931779,INFREQUENT,2015-09-01 00:00:00,N
3931779,INFREQUENT,2015-02-01 00:00:00,N
3931779,ONE-OFFS,2016-01-01 00:00:00,N
3931779,INFREQUENT,2014-01-01 00:00:00,N
3931779,ONE-OFFS,2014-08-01 00:00:00,N
3931779,INFREQUENT,2015-01-01 00:00:00,N
3938067,LAPSED,2014-07-01 00:00:00,N
3938067,ONE-OFFS,2014-01-01 00:00:00,N
3938067,ONE-OFFS,2014-10-01 00:00:00,N
3938067,LAPSED,2015-10-01 00:00:00,N
3938067,ONE-OFFS,2016-02-01 00:00:00,Y
4042956,INACTIVE,2014-05-01 00:00:00,N
4042956,LAPSED,2014-01-01 00:00:00,N
4042956,GONE AWAY,2015-11-01 00:00:00,N
4042956,INACTIVE,2016-01-01 00:00:00,N
4042956,ONE-OFFS,2016-02-01 00:00:00,Y
4054338,INFREQUENT,2014-01-01 00:00:00,N
4054338,LAPSED,2014-08-01 00:00:00,N
4054338,ONE-OFFS,2014-05-01 00:00:00,N
4054338,ONE-OFFS,2015-02-01 00:00:00,N
4054338,INFREQUENT,2015-06-01 00:00:00,Y
4084777,ONE-OFFS,2015-08-01 00:00:00,N
4084777,ONE-OFFS,2014-09-01 00:00:00,N
4084777,LAPSED,2016-01-01 00:00:00,N
4084777,INFREQUENT,2014-08-01 00:00:00,N
4084777,ONE-OFFS,2014-04-01 00:00:00,N
4084777,ONE-OFFS,2016-02-01 00:00:00,Y
4084777,INFREQUENT,2014-01-01 00:00:00,N
4084777,INFREQUENT,2015-01-01 00:00:00,N
4093256,GONE AWAY,2015-11-01 00:00:00,N
4093256,INACTIVE,2015-06-01 00:00:00,N
4093256,ONE-OFFS,2016-02-01 00:00:00,Y
4093256,INACTIVE,2016-01-01 00:00:00,N
4095901,INFREQUENT,2015-05-01 00:00:00,N
4095901,VIP,2015-02-01 00:00:00,N
4095901,INFREQUENT,2016-01-01 00:00:00,N
4095901,INFREQUENT,2015-11-01 00:00:00,N
4095901,INFREQUENT,2014-03-01 00:00:00,N
4095901,LOYAL,2014-10-01 00:00:00,N
4095901,LOYAL,2014-05-01 00:00:00,N
4095901,VIP,2014-06-01 00:00:00,N
4095901,INFREQUENT,2014-01-01 00:00:00,N
4095901,LOYAL,2015-03-01 00:00:00,N
4095901,ONE-OFFS,2015-06-01 00:00:00,N
4095901,INFREQUENT,2016-02-01 00:00:00,Y
4096376,INACTIVE,2015-06-01 00:00:00,N
4096376,GONE AWAY,2015-11-01 00:00:00,N
4096376,ONE-OFFS,2016-02-01 00:00:00,Y
4096376,INACTIVE,2016-01-01 00:00:00,N
4109896,INFREQUENT,2015-02-01 00:00:00,N
4109896,ONE-OFFS,2014-01-01 00:00:00,N
4109896,INFREQUENT,2014-05-01 00:00:00,N
4109896,ONE-OFFS,2016-01-01 00:00:00,Y
4109896,INFREQUENT,2015-01-01 00:00:00,N
4109896,INFREQUENT,2015-05-01 00:00:00,N
4122099,ONE-OFFS,2016-02-01 00:00:00,Y
4122099,GONE AWAY,2015-06-01 00:00:00,N
4127023,INFREQUENT,2016-01-01 00:00:00,Y
4127023,INFREQUENT,2014-01-01 00:00:00,N
4127023,ONE-OFFS,2015-03-01 00:00:00,N
4127023,INFREQUENT,2015-02-01 00:00:00,N
4127023,INFREQUENT,2014-03-01 00:00:00,N
4127023,INFREQUENT,2014-04-01 00:00:00,N
4127023,ONE-OFFS,2015-01-01 00:00:00,N
4134518,VIP,2016-03-01 00:00:00,Y
4134518,LOYAL,2014-12-01 00:00:00,N
4134518,VIP,2014-06-01 00:00:00,N
4134518,LOYAL,2014-01-01 00:00:00,N
4134518,LOYAL,2015-01-01 00:00:00,N
4134518,LOYAL,2014-07-01 00:00:00,N
4134518,LOYAL,2015-03-01 00:00:00,N
4134518,LOYAL,2015-02-01 00:00:00,N
4134518,LOYAL,2015-05-01 00:00:00,N
4134518,VIP,2016-05-01 00:00:00,Y
4134518,VIP,2015-10-01 00:00:00,N
4134518,LOYAL,2016-01-01 00:00:00,N
4134518,VIP,2016-02-01 00:00:00,N
4137620,ONE-OFFS,2014-12-01 00:00:00,N
4137620,GONE AWAY,2014-01-01 00:00:00,N
4137620,INFREQUENT,2015-04-01 00:00:00,Y
4137620,ONE-OFFS,2016-06-01 00:00:00,Y
4139041,ONE-OFFS,2014-01-01 00:00:00,N
4139041,LOYAL,2015-09-01 00:00:00,N
4139041,LAPSED,2014-08-01 00:00:00,N
4139041,LOYAL,2016-05-01 00:00:00,Y
4139041,ONE-OFFS,2014-12-01 00:00:00,N
4139041,INFREQUENT,2015-05-01 00:00:00,N
4139041,INFREQUENT,2015-01-01 00:00:00,N
4139041,LOYAL,2015-11-01 00:00:00,N
4139041,LOYAL,2016-01-01 00:00:00,N
4139041,LOYAL,2015-12-01 00:00:00,N
4139041,VIP,2016-02-01 00:00:00,Y
4148623,LAPSED,2014-07-01 00:00:00,N
4148623,LAPSED,2014-01-01 00:00:00,N
4148623,ONE-OFFS,2016-02-01 00:00:00,Y
4148623,INACTIVE,2015-01-01 00:00:00,N
4182480,INFREQUENT,2014-09-01 00:00:00,N
4182480,ONE-OFFS,2014-01-01 00:00:00,N
4182480,INFREQUENT,2016-02-01 00:00:00,N
4182480,INFREQUENT,2015-07-01 00:00:00,N
4182480,INFREQUENT,2014-07-01 00:00:00,N
4182480,INFREQUENT,2016-03-01 00:00:00,Y
4182480,INFREQUENT,2015-03-01 00:00:00,N
4208368,INFREQUENT,2014-02-01 00:00:00,N
4208368,LAPSED,2015-06-01 00:00:00,N
4208368,INFREQUENT,2015-02-01 00:00:00,N
4208368,LAPSED,2015-12-01 00:00:00,N
4208368,ONE-OFFS,2015-03-01 00:00:00,N
4208368,INFREQUENT,2014-01-01 00:00:00,N
4208368,ONE-OFFS,2016-02-01 00:00:00,Y
4333955,VIP,2015-01-01 00:00:00,Y
4333955,VIP,2014-06-01 00:00:00,N
4333955,VIP,2014-11-01 00:00:00,N
4333955,LOYAL,2016-04-01 00:00:00,Y
4333955,VIP,2014-12-01 00:00:00,N
4333955,VIP,2014-01-01 00:00:00,N
4333955,LOYAL,2014-02-01 00:00:00,N
4333955,VIP,2014-04-01 00:00:00,N
4379581,INACTIVE,2015-06-01 00:00:00,N
4379581,GONE AWAY,2015-11-01 00:00:00,N
4379581,INACTIVE,2016-01-01 00:00:00,N
4379581,ONE-OFFS,2016-02-01 00:00:00,Y
4411420,INFREQUENT,2015-11-01 00:00:00,N
4411420,INFREQUENT,2014-01-01 00:00:00,N
4411420,INFREQUENT,2016-02-01 00:00:00,Y
4411420,ONE-OFFS,2016-06-01 00:00:00,Y
4413958,LAPSED,2014-12-01 00:00:00,N
4413958,ONE-OFFS,2014-01-01 00:00:00,N
4413958,LAPSED,2015-06-01 00:00:00,N
4413958,INACTIVE,2015-12-01 00:00:00,N
4413958,ONE-OFFS,2016-02-01 00:00:00,Y
4426421,LAPSED,2014-06-01 00:00:00,N
4426421,ONE-OFFS,2014-05-01 00:00:00,N
4426421,INACTIVE,2015-06-01 00:00:00,N
4426421,INFREQUENT,2014-01-01 00:00:00,N
4426421,LAPSED,2014-12-01 00:00:00,N
4426421,INFREQUENT,2016-02-01 00:00:00,Y
4430475,LOYAL,2014-01-01 00:00:00,N
4430475,LOYAL,2014-11-01 00:00:00,N
4430475,VIP,2014-02-01 00:00:00,N
4430475,LOYAL,2014-04-01 00:00:00,N
4430475,ONE-OFFS,2016-02-01 00:00:00,Y
4430475,LOYAL,2014-10-01 00:00:00,N
4430475,LOYAL,2014-05-01 00:00:00,N
4430475,INFREQUENT,2015-02-01 00:00:00,N
4430475,LOYAL,2014-06-01 00:00:00,N
4430475,ONE-OFFS,2015-09-01 00:00:00,N
4430475,LAPSED,2015-10-01 00:00:00,N
4439552,INFREQUENT,2015-03-01 00:00:00,N
4439552,ONE-OFFS,2015-06-01 00:00:00,N
4439552,INFREQUENT,2015-05-01 00:00:00,N
4439552,LOYAL,2014-03-01 00:00:00,N
4439552,LOYAL,2014-04-01 00:00:00,N
4439552,INFREQUENT,2014-01-01 00:00:00,N
4439552,LOYAL,2014-11-01 00:00:00,N
4439552,ONE-OFFS,2016-02-01 00:00:00,Y
4439552,INFREQUENT,2014-05-01 00:00:00,N
4439552,LOYAL,2014-06-01 00:00:00,N
4439552,LAPSED,2015-08-01 00:00:00,N
4452325,GONE AWAY,2015-06-01 00:00:00,N
4452325,ONE-OFFS,2016-02-01 00:00:00,Y
4472086,INFREQUENT,2016-01-01 00:00:00,N
4472086,INACTIVE,2014-01-01 00:00:00,N
4472086,LOYAL,2016-02-01 00:00:00,N
4472086,INFREQUENT,2015-01-01 00:00:00,N
4472086,INFREQUENT,2015-03-01 00:00:00,N
4472086,INFREQUENT,2016-03-01 00:00:00,Y
4472086,ONE-OFFS,2014-09-01 00:00:00,N
4484897,LAPSED,2014-04-01 00:00:00,N
4484897,LAPSED,2014-10-01 00:00:00,N
4484897,INACTIVE,2015-04-01 00:00:00,N
4484897,ONE-OFFS,2016-02-01 00:00:00,Y
4484897,ONE-OFFS,2014-01-01 00:00:00,N
4486900,VIP,2014-01-01 00:00:00,N
4486900,INFREQUENT,2014-10-01 00:00:00,N
4486900,LOYAL,2014-06-01 00:00:00,N
4486900,LAPSED,2015-01-01 00:00:00,N
4486900,INFREQUENT,2016-02-01 00:00:00,Y
4486900,ONE-OFFS,2015-07-01 00:00:00,N
4502076,INFREQUENT,2014-07-01 00:00:00,N
4502076,INFREQUENT,2014-01-01 00:00:00,N
4502076,LAPSED,2015-09-01 00:00:00,N
4502076,INFREQUENT,2014-12-01 00:00:00,N
4502076,ONE-OFFS,2015-12-01 00:00:00,N
4502076,ONE-OFFS,2015-03-01 00:00:00,N
4502076,INFREQUENT,2016-01-01 00:00:00,Y
4502076,INFREQUENT,2016-05-01 00:00:00,Y
4506253,ONE-OFFS,2014-01-01 00:00:00,N
4506253,ONE-OFFS,2015-01-01 00:00:00,N
4506253,LAPSED,2016-01-01 00:00:00,N
4506253,ONE-OFFS,2016-02-01 00:00:00,Y
4506253,INFREQUENT,2016-06-01 00:00:00,Y
4508892,INFREQUENT,2014-05-01 00:00:00,N
4508892,LAPSED,2015-05-01 00:00:00,N
4508892,ONE-OFFS,2015-02-01 00:00:00,N
4508892,LAPSED,2015-11-01 00:00:00,N
4508892,ONE-OFFS,2014-01-01 00:00:00,N
4508892,INFREQUENT,2014-02-01 00:00:00,N
4508892,ONE-OFFS,2016-02-01 00:00:00,Y
4515532,LOYAL,2015-01-01 00:00:00,N
4515532,LOYAL,2014-08-01 00:00:00,N
4515532,VIP,2015-10-01 00:00:00,N
4515532,LOYAL,2016-03-01 00:00:00,Y
4515532,INFREQUENT,2014-01-01 00:00:00,N
4515532,INFREQUENT,2016-05-01 00:00:00,Y
4515532,LOYAL,2015-08-01 00:00:00,N
4515532,VIP,2015-03-01 00:00:00,N
4515532,LOYAL,2015-12-01 00:00:00,N
4515532,VIP,2016-02-01 00:00:00,N
4518007,ONE-OFFS,2015-09-01 00:00:00,N
4518007,INFREQUENT,2015-12-01 00:00:00,Y
4518007,INACTIVE,2015-06-01 00:00:00,N
4522031,INACTIVE,2015-06-01 00:00:00,N
4522031,GONE AWAY,2015-11-01 00:00:00,N
4522031,INACTIVE,2016-01-01 00:00:00,N
4522031,ONE-OFFS,2016-02-01 00:00:00,Y
4523088,ONE-OFFS,2015-12-01 00:00:00,N
4523088,ONE-OFFS,2014-12-01 00:00:00,N
4523088,INFREQUENT,2016-02-01 00:00:00,Y
4523088,INFREQUENT,2015-05-01 00:00:00,N
4523088,ONE-OFFS,2016-05-01 00:00:00,Y
4523088,LAPSED,2014-07-01 00:00:00,N
4523088,ONE-OFFS,2014-06-01 00:00:00,N
4523088,INFREQUENT,2014-02-01 00:00:00,N
4523088,INFREQUENT,2014-01-01 00:00:00,N
4539121,VIP,2014-01-01 00:00:00,N
4539121,VIP,2015-06-01 00:00:00,Y
4539121,VIP,2014-10-01 00:00:00,N
4548602,INFREQUENT,2014-06-01 00:00:00,N
4548602,INFREQUENT,2014-11-01 00:00:00,N
4548602,VIP,2015-10-01 00:00:00,N
4548602,LOYAL,2014-01-01 00:00:00,N
4548602,VIP,2015-11-01 00:00:00,N
4548602,VIP,2016-06-01 00:00:00,Y
4548602,VIP,2016-01-01 00:00:00,Y
4548602,LOYAL,2014-07-01 00:00:00,N
4548602,LOYAL,2015-02-01 00:00:00,N
4548602,INFREQUENT,2014-10-01 00:00:00,N
4548602,LOYAL,2014-02-01 00:00:00,N
4548602,VIP,2015-03-01 00:00:00,N
4548602,VIP,2015-09-01 00:00:00,N
4550823,LAPSED,2014-05-01 00:00:00,N
4550823,INFREQUENT,2015-05-01 00:00:00,N
4550823,LOYAL,2016-02-01 00:00:00,N
4550823,INFREQUENT,2014-01-01 00:00:00,N
4550823,ONE-OFFS,2014-03-01 00:00:00,N
4550823,LAPSED,2014-11-01 00:00:00,N
4550823,ONE-OFFS,2015-03-01 00:00:00,N
4550823,INFREQUENT,2016-03-01 00:00:00,Y
4550823,INFREQUENT,2016-05-01 00:00:00,Y
4561553,LAPSED,2015-02-01 00:00:00,N
4561553,ONE-OFFS,2014-01-01 00:00:00,N
4561553,INFREQUENT,2016-02-01 00:00:00,Y
4561553,ONE-OFFS,2015-06-01 00:00:00,N
4561553,ONE-OFFS,2016-06-01 00:00:00,Y
4577045,INFREQUENT,2014-08-01 00:00:00,N
4577045,INFREQUENT,2015-06-01 00:00:00,N
4577045,ONE-OFFS,2016-01-01 00:00:00,N
4577045,LOYAL,2014-06-01 00:00:00,N
4577045,ONE-OFFS,2016-05-01 00:00:00,Y
4577045,INFREQUENT,2014-01-01 00:00:00,N
4577045,LOYAL,2015-01-01 00:00:00,N
4577045,INFREQUENT,2016-02-01 00:00:00,Y
4599137,INFREQUENT,2015-01-01 00:00:00,N
4599137,INFREQUENT,2014-09-01 00:00:00,N
4599137,INFREQUENT,2015-02-01 00:00:00,N
4599137,INFREQUENT,2014-01-01 00:00:00,N
4599137,LOYAL,2016-02-01 00:00:00,Y
4599137,INFREQUENT,2015-09-01 00:00:00,N
4599137,VIP,2016-04-01 00:00:00,Y
4599565,ONE-OFFS,2014-01-01 00:00:00,N
4599565,ONE-OFFS,2016-01-01 00:00:00,N
4599565,ONE-OFFS,2014-12-01 00:00:00,N
4599565,INFREQUENT,2016-02-01 00:00:00,N
4599565,LAPSED,2014-08-01 00:00:00,N
4599565,LOYAL,2016-03-01 00:00:00,Y
4599565,LAPSED,2015-12-01 00:00:00,N
4622656,LOYAL,2014-09-01 00:00:00,N
4622656,LOYAL,2014-01-01 00:00:00,N
4622656,INFREQUENT,2014-08-01 00:00:00,N
4622656,LOYAL,2014-05-01 00:00:00,N
4622656,INFREQUENT,2015-09-01 00:00:00,N
4622656,INFREQUENT,2015-03-01 00:00:00,N
4622656,VIP,2014-03-01 00:00:00,N
4622656,LOYAL,2015-04-01 00:00:00,N
4622656,LOYAL,2016-02-01 00:00:00,Y
4622656,INFREQUENT,2016-04-01 00:00:00,Y
4625013,ONE-OFFS,2014-01-01 00:00:00,N
4625013,ONE-OFFS,2014-09-01 00:00:00,N
4625013,INFREQUENT,2014-05-01 00:00:00,N
4625013,INFREQUENT,2014-11-01 00:00:00,Y
4651281,LAPSED,2015-10-01 00:00:00,N
4651281,ONE-OFFS,2015-07-01 00:00:00,N
4651281,INFREQUENT,2014-07-01 00:00:00,N
4651281,INFREQUENT,2014-02-01 00:00:00,N
4651281,INFREQUENT,2014-08-01 00:00:00,N
4651281,ONE-OFFS,2016-02-01 00:00:00,Y
4651281,INFREQUENT,2014-01-01 00:00:00,N
4664353,VIP,2014-10-01 00:00:00,N
4664353,LOYAL,2015-10-01 00:00:00,N
4664353,LOYAL,2014-02-01 00:00:00,N
4664353,LOYAL,2015-03-01 00:00:00,N
4664353,VIP,2014-01-01 00:00:00,N
4664353,VIP,2015-07-01 00:00:00,N
4664353,LOYAL,2015-05-01 00:00:00,N
4664353,LOYAL,2015-08-01 00:00:00,N
4664353,VIP,2015-04-01 00:00:00,N
4664353,VIP,2015-09-01 00:00:00,N
4664353,VIP,2015-11-01 00:00:00,Y
4692588,ONE-OFFS,2014-03-01 00:00:00,N
4692588,INFREQUENT,2016-02-01 00:00:00,Y
4692588,LOYAL,2015-01-01 00:00:00,N
4692588,INFREQUENT,2015-03-01 00:00:00,N
4692588,ONE-OFFS,2016-01-01 00:00:00,N
4692588,LAPSED,2014-01-01 00:00:00,N
4708947,LAPSED,2014-08-01 00:00:00,N
4708947,INFREQUENT,2015-01-01 00:00:00,N
4708947,ONE-OFFS,2014-01-01 00:00:00,N
4708947,LAPSED,2014-02-01 00:00:00,N
4708947,ONE-OFFS,2014-12-01 00:00:00,N
4708947,ONE-OFFS,2016-01-01 00:00:00,N
4708947,INFREQUENT,2016-02-01 00:00:00,Y
4961774,VIP,2014-11-01 00:00:00,N
4961774,VIP,2014-01-01 00:00:00,N
4961774,LOYAL,2015-12-01 00:00:00,N
4961774,LOYAL,2014-12-01 00:00:00,N
4961774,LOYAL,2016-06-01 00:00:00,Y
4961774,VIP,2015-06-01 00:00:00,N
4961774,LOYAL,2015-02-01 00:00:00,N
4961774,VIP,2016-02-01 00:00:00,Y
4961774,LOYAL,2015-08-01 00:00:00,N
4961774,INFREQUENT,2015-11-01 00:00:00,N
4980360,INACTIVE,2016-01-01 00:00:00,N
4980360,LAPSED,2014-01-01 00:00:00,N
4980360,GONE AWAY,2015-11-01 00:00:00,N
4980360,ONE-OFFS,2016-02-01 00:00:00,Y
4980360,INACTIVE,2014-04-01 00:00:00,N
4992905,INFREQUENT,2015-02-01 00:00:00,N
4992905,ONE-OFFS,2014-11-01 00:00:00,N
4992905,INFREQUENT,2014-12-01 00:00:00,N
4992905,INFREQUENT,2016-02-01 00:00:00,Y
4992905,INFREQUENT,2014-04-01 00:00:00,N
4992905,INFREQUENT,2014-01-01 00:00:00,N
4992905,LOYAL,2015-01-01 00:00:00,N
4992905,INFREQUENT,2016-01-01 00:00:00,N
4992905,LOYAL,2015-04-01 00:00:00,N
4993891,LOYAL,2016-02-01 00:00:00,Y
4993891,INFREQUENT,2014-01-01 00:00:00,N
4993891,LOYAL,2014-02-01 00:00:00,N
4993891,INFREQUENT,2014-05-01 00:00:00,N
4993891,LOYAL,2016-06-01 00:00:00,Y
4993891,LOYAL,2014-06-01 00:00:00,N
5000321,VIP,2014-06-01 00:00:00,N
5000321,VIP,2014-01-01 00:00:00,N
5000321,VIP,2015-06-01 00:00:00,N
5000321,VIP,2014-05-01 00:00:00,N
5000321,VIP,2016-01-01 00:00:00,Y
5000321,VIP,2014-09-01 00:00:00,N
5000321,INFREQUENT,2016-06-01 00:00:00,Y
5000321,LOYAL,2016-05-01 00:00:00,Y
5000321,VIP,2014-07-01 00:00:00,N
5029520,INACTIVE,2015-02-01 00:00:00,N
5029520,LAPSED,2014-02-01 00:00:00,N
5029520,LAPSED,2014-08-01 00:00:00,N
5029520,ONE-OFFS,2015-11-01 00:00:00,N
5029520,ONE-OFFS,2014-01-01 00:00:00,N
5029520,INFREQUENT,2016-02-01 00:00:00,Y
5086622,INFREQUENT,2014-12-01 00:00:00,N
5086622,INFREQUENT,2014-01-01 00:00:00,N
5086622,INFREQUENT,2014-02-01 00:00:00,N
5086622,INFREQUENT,2015-05-01 00:00:00,N
5086622,INFREQUENT,2015-12-01 00:00:00,Y
5086622,INFREQUENT,2016-05-01 00:00:00,Y
5115784,INFREQUENT,2015-02-01 00:00:00,N
5115784,INFREQUENT,2014-01-01 00:00:00,N
5115784,LOYAL,2015-07-01 00:00:00,N
5115784,LOYAL,2015-05-01 00:00:00,N
5115784,LOYAL,2016-03-01 00:00:00,Y
5115784,VIP,2016-02-01 00:00:00,N
5115784,LOYAL,2014-12-01 00:00:00,N
5115784,LOYAL,2016-05-01 00:00:00,Y
5115784,VIP,2016-04-01 00:00:00,Y
5116521,GONE AWAY,2014-01-01 00:00:00,N
5116521,INFREQUENT,2015-11-01 00:00:00,Y
5116521,ONE-OFFS,2015-06-01 00:00:00,N
5165382,ONE-OFFS,2015-08-01 00:00:00,N
5165382,ONE-OFFS,2014-08-01 00:00:00,N
5165382,INFREQUENT,2016-02-01 00:00:00,N
5165382,INFREQUENT,2015-03-01 00:00:00,N
5165382,ONE-OFFS,2016-03-01 00:00:00,Y
5165382,INACTIVE,2014-01-01 00:00:00,N
5181289,INFREQUENT,2015-09-01 00:00:00,N
5181289,INFREQUENT,2014-01-01 00:00:00,N
5181289,INFREQUENT,2014-03-01 00:00:00,N
5181289,INFREQUENT,2016-02-01 00:00:00,Y
5181289,LOYAL,2014-12-01 00:00:00,N
5181289,LAPSED,2015-07-01 00:00:00,N
5181289,INFREQUENT,2015-03-01 00:00:00,N
5181289,ONE-OFFS,2015-08-01 00:00:00,N
5181289,ONE-OFFS,2015-06-01 00:00:00,N
5181289,LOYAL,2014-06-01 00:00:00,N
5194708,ONE-OFFS,2014-12-01 00:00:00,N
5194708,INFREQUENT,2014-01-01 00:00:00,N
5194708,INFREQUENT,2015-11-01 00:00:00,N
5194708,ONE-OFFS,2014-02-01 00:00:00,N
5194708,INFREQUENT,2016-02-01 00:00:00,Y
5194708,INFREQUENT,2015-02-01 00:00:00,N
5194708,INFREQUENT,2014-09-01 00:00:00,N
5194708,INFREQUENT,2015-06-01 00:00:00,N
5205872,ONE-OFFS,2014-01-01 00:00:00,N
5205872,ONE-OFFS,2014-09-01 00:00:00,N
5205872,LAPSED,2016-01-01 00:00:00,N
5205872,ONE-OFFS,2016-02-01 00:00:00,Y
5205872,INFREQUENT,2015-01-01 00:00:00,N
5205872,ONE-OFFS,2015-09-01 00:00:00,N
5206619,ONE-OFFS,2014-07-01 00:00:00,N
5206619,NEW,2014-02-01 00:00:00,N
5206619,INFREQUENT,2015-01-01 00:00:00,N
5206619,ONE-OFFS,2015-02-01 00:00:00,N
5206619,INFREQUENT,2015-08-01 00:00:00,N
5206619,INFREQUENT,2016-01-01 00:00:00,N
5206619,LOYAL,2016-02-01 00:00:00,Y
5207256,INACTIVE,2015-06-01 00:00:00,N
5207256,INACTIVE,2016-01-01 00:00:00,N
5207256,GONE AWAY,2015-11-01 00:00:00,N
5207256,ONE-OFFS,2016-02-01 00:00:00,Y
5215879,LOYAL,2014-04-01 00:00:00,N
5215879,INFREQUENT,2014-07-01 00:00:00,N
5215879,INFREQUENT,2014-08-01 00:00:00,N
5215879,LOYAL,2014-01-01 00:00:00,N
5215879,ONE-OFFS,2015-08-01 00:00:00,N
5215879,ONE-OFFS,2015-01-01 00:00:00,N
5215879,INFREQUENT,2014-10-01 00:00:00,N
5215879,INFREQUENT,2015-07-01 00:00:00,N
5215879,INFREQUENT,2016-02-01 00:00:00,Y
5215879,INFREQUENT,2015-09-01 00:00:00,N
5224598,VIP,2015-02-01 00:00:00,N
5224598,LOYAL,2014-01-01 00:00:00,N
5224598,VIP,2015-08-01 00:00:00,N
5224598,LOYAL,2014-07-01 00:00:00,N
5224598,VIP,2014-11-01 00:00:00,N
5224598,VIP,2014-08-01 00:00:00,N
5224598,VIP,2014-06-01 00:00:00,N
5224598,VIP,2015-04-01 00:00:00,N
5224598,VIP,2015-01-01 00:00:00,N
5224598,VIP,2015-06-01 00:00:00,N
5224598,LOYAL,2016-05-01 00:00:00,Y
5224598,VIP,2015-09-01 00:00:00,Y
5244015,INACTIVE,2015-06-01 00:00:00,N
5244015,ONE-OFFS,2016-02-01 00:00:00,Y
5244015,GONE AWAY,2015-11-01 00:00:00,N
5244015,INACTIVE,2016-01-01 00:00:00,N
5253896,ONE-OFFS,2014-01-01 00:00:00,N
5253896,INFREQUENT,2015-04-01 00:00:00,N
5253896,LAPSED,2014-10-01 00:00:00,N
5253896,LAPSED,2014-04-01 00:00:00,N
5253896,INFREQUENT,2016-02-01 00:00:00,N
5253896,ONE-OFFS,2015-03-01 00:00:00,N
5253896,INFREQUENT,2016-03-01 00:00:00,Y
5263298,INFREQUENT,2014-01-01 00:00:00,N
5263298,LAPSED,2015-02-01 00:00:00,N
5263298,ONE-OFFS,2014-05-01 00:00:00,N
5263298,INFREQUENT,2015-06-01 00:00:00,N
5263298,INFREQUENT,2016-04-01 00:00:00,Y
5263298,ONE-OFFS,2015-04-01 00:00:00,N
5263298,INFREQUENT,2014-02-01 00:00:00,N
