trans_id,trans_dt,cust_id,prod_id,item_qty,item_price,Revenue
461,2016-01-02 11:42,14320260,243885,1,22.99,22.99
462,2016-01-02 11:58,21232526,260711,1,126.95,126.95
463,2016-01-02 12:06,8032406,253558,1,53.99,53.99
465,2016-01-02 12:09,1735456,231837,1,43.99,43.99
465,2016-01-02 12:09,1735456,504038,1,18.19,18.19
465,2016-01-02 12:09,1735456,264612050,2,1.99,3.98
467,2016-01-02 12:26,12545938,261821,1,19.99,19.99
468,2016-01-02 12:27,1407447,225576,1,31.99,31.99
469,2016-01-02 13:45,21233988,258205,1,68.99,68.99
470,2016-01-02 14:10,21231345,238537,1,69.99,69.99
471,2016-01-02 14:15,21230914,219113,1,33.99,33.99
471,2016-01-02 14:15,21230914,43113148,1,8.99,8.99
474,2016-01-02 15:58,21230123,261896,1,39.49,39.49
474,2016-01-02 15:58,21230123,370160,1,51.79,51.79
474,2016-01-02 15:58,21230123,30317179,1,35.49,35.49
476,2016-01-02 16:00,21227740,179799393,1,38.99,38.99
476,2016-01-02 16:00,21227740,216412466,1,29.99,29.99
478,2016-01-02 16:12,9616787,262930,1,19.99,19.99
479,2016-01-02 17:22,3345227,283272,1,42.99,42.99
480,2016-01-02 9:13,1289733,120232660,1,42.69,42.69
481,2016-01-02 9:58,8459201,459301,1,34.99,34.99
482,2016-01-02 10:03,10933341,194030403,1,99.99,99.99
483,2016-01-02 10:20,11649083,216831,1,21.99,21.99
483,2016-01-02 10:20,11649083,236135937,1,25.99,25.99
485,2016-01-02 10:38,561732,500416,1,66.99,66.99
486,2016-01-02 10:39,3538090,281187,1,44.99,44.99
487,2016-01-02 10:49,5285065,233726,1,49.99,49.99
488,2016-01-02 10:55,1381555,95535869,1,71.99,71.99
489,2016-01-02 10:57,2857537,262262,1,34.29,34.29
490,2016-01-02 11:04,1589272,261821,1,19.99,19.99
491,2016-01-02 11:09,13353060,258841,1,24.99,24.99
492,2016-01-02 11:14,21229354,226629,1,28.99,28.99
495,2016-01-02 12:24,500708,224010,1,28.99,28.99
495,2016-01-02 12:24,500708,226629,1,28.99,28.99
495,2016-01-02 12:24,500708,261228,1,43.99,43.99
495,2016-01-02 12:24,500708,298592,1,24.99,24.99
495,2016-01-02 12:24,500708,450672,1,61.99,61.99
495,2016-01-02 12:24,500708,219803605,1,67.99,67.99
499,2016-01-02 12:43,18043634,94884402,2,2.9,5.8
500,2016-01-02 13:07,21233549,268780,1,71.99,71.99
501,2016-01-02 13:13,2550372,120232663,1,47.59,47.59
502,2016-01-02 13:47,2380181,406752,1,61.99,61.99
503,2016-01-02 13:56,11597566,242553,1,22.99,22.99
503,2016-01-02 13:56,11597566,183636933,1,53.19,53.19
505,2016-01-02 14:29,5350516,226629,1,28.99,28.99
506,2016-01-02 14:32,9803022,235111,1,46.99,46.99
508,2016-01-02 15:01,7132785,232236,1,24.99,24.99
508,2016-01-02 15:01,7132785,252971,1,88.99,88.99
508,2016-01-02 15:01,7132785,274232,1,67.99,67.99
510,2016-01-02 15:05,14350376,223480,1,32.99,32.99
511,2016-01-02 15:21,1269077,64473789,1,50.99,50.99
512,2016-01-02 16:11,21230123,513123,1,21.69,21.69
513,2016-01-02 16:13,21227740,232281,1,15.99,15.99
514,2016-01-02 16:41,9489593,223453,1,49.99,49.99
514,2016-01-02 16:41,9489593,242812098,1,56.69,56.69
516,2016-01-02 17:40,14396018,241513,1,79.99,79.99
517,2016-01-02 10:42,8477984,270545,1,33.99,33.99
517,2016-01-02 10:42,8477984,273649,1,85.99,85.99
519,2016-01-02 10:54,8446191,179133136,1,29.99,29.99
520,2016-01-02 11:38,288941,248602,1,123.95,123.95
521,2016-01-02 11:39,13169192,9448262,1,98.99,98.99
521,2016-01-02 11:39,13169192,240760450,1,66.49,66.49
523,2016-01-02 12:04,15630590,194030403,1,99.99,99.99
523,2016-01-02 12:04,15630590,242812080,1,12.99,12.99
525,2016-01-02 14:47,1306139,243319,1,16.79,16.79
528,2016-01-02 14:52,1306139,272087,1,20.99,20.99
528,2016-01-02 14:52,1306139,477960,1,30.99,30.99
528,2016-01-02 14:52,1306139,217090529,1,20.99,20.99
528,2016-01-02 14:52,1306139,231356168,1,18.99,18.99
528,2016-01-02 14:52,1306139,259142157,1,32.49,32.49
531,2016-01-02 15:00,1306139,224556290,1,57.99,57.99
533,2016-01-02 16:34,2617514,236631,1,0.99,0.99
533,2016-01-02 16:34,2617514,239892,1,0.49,0.49
533,2016-01-02 16:34,2617514,225235711,1,1.99,1.99
535,2016-01-02 10:29,3530575,507691,1,102.95,102.95
536,2016-01-02 11:56,1443027,254347,1,19.53,19.53
536,2016-01-02 11:56,1443027,282115,1,24.99,24.99
538,2016-01-02 12:19,10447081,257032,1,95.99,95.99
538,2016-01-02 12:19,10447081,509880,1,24.99,24.99
540,2016-01-02 12:23,21231520,309181772,1,72.99,72.99
541,2016-01-02 12:24,21232241,225235733,2,1.99,3.98
542,2016-01-02 13:10,1526283,478742,1,34.99,34.99
543,2016-01-02 13:21,10556378,269470,1,72.99,72.99
544,2016-01-02 13:51,11428358,269152,1,29.49,29.49
546,2016-01-02 15:15,3938067,256764,1,68.99,68.99
546,2016-01-02 15:15,3938067,13979907,1,26.39,26.39
546,2016-01-02 15:15,3938067,243496367,1,14.99,14.99
548,2016-01-02 15:24,17931730,227508,1,47.59,47.59
548,2016-01-02 15:24,17931730,282824,1,46.99,46.99
550,2016-01-02 10:36,6327218,212182,2,29,58
552,2016-01-02 10:42,14311317,218399,1,28.99,28.99
552,2016-01-02 10:42,14311317,282133,1,21.99,21.99
552,2016-01-02 10:42,14311317,139579562,1,14.99,14.99
554,2016-01-02 10:43,7724933,501798,1,44.99,44.99
555,2016-01-02 11:32,13067962,242923,1,24.99,24.99
555,2016-01-02 11:32,13067962,220482178,1,26.99,26.99
557,2016-01-02 12:00,15428328,259053,1,19.99,19.99
558,2016-01-02 12:03,5764946,183636929,1,53.19,53.19
559,2016-01-02 12:17,2509545,247314,1,44.99,44.99
559,2016-01-02 12:17,2509545,30317185,1,34.99,34.99
562,2016-01-02 12:25,4182480,280336,1,19.99,19.99
562,2016-01-02 12:25,4182480,225235715,1,2.49,2.49
562,2016-01-02 12:25,4182480,225235708,2,1.99,3.98
562,2016-01-02 12:25,4182480,225235739,2,1.99,3.98
565,2016-01-02 12:43,10576071,222486,1,29.99,29.99
565,2016-01-02 12:43,10576071,414538,1,24.99,24.99
567,2016-01-02 13:01,11900644,235843,1,101.95,101.95
568,2016-01-02 13:04,3840415,480447,1,24.49,24.49
568,2016-01-02 13:04,3840415,220482187,1,11.49,11.49
570,2016-01-02 13:05,3840415,155174653,1,27.99,27.99
571,2016-01-02 13:28,12783018,286685,1,14.99,14.99
571,2016-01-02 13:28,12783018,491315,1,53.99,53.99
573,2016-01-02 13:45,21230585,248223,1,77.99,77.99
573,2016-01-02 13:45,21230585,275726,1,37.99,37.99
575,2016-01-02 14:14,11400825,219113,1,33.99,33.99
576,2016-01-02 14:42,21228078,260198,1,61.99,61.99
577,2016-01-02 15:40,21228939,226594812,1,70.99,70.99
578,2016-01-02 15:46,21232303,239000,1,73.99,73.99
580,2016-01-02 15:53,5456481,240055,1,31.99,31.99
580,2016-01-02 15:53,5456481,261231,1,24.99,24.99
580,2016-01-02 15:53,5456481,287492,1,32.99,32.99
582,2016-01-02 16:09,14862393,272087,1,20.99,20.99
582,2016-01-02 16:09,14862393,240760452,1,44.09,44.09
584,2016-01-02 16:19,4651281,257932,1,7.45,7.45
585,2016-01-02 16:34,4333955,242656,1,25.99,25.99
585,2016-01-02 16:34,4333955,105080384,1,33.99,33.99
587,2016-01-02 16:36,4333955,229685,1,34.99,34.99
588,2016-01-02 10:21,4137620,465404,1,43.99,43.99
589,2016-01-02 11:15,11005444,246060,1,24.99,24.99
589,2016-01-02 11:15,11005444,43113127,1,11.99,11.99
591,2016-01-02 11:29,18547218,275304,1,30.99,30.99
594,2016-01-02 11:44,9358075,220108,2,1.4,2.8
594,2016-01-02 11:44,9358075,221839857,1,1.49,1.49
594,2016-01-02 11:44,9358075,221839860,1,1.99,1.99
594,2016-01-02 11:44,9358075,226594814,1,0.49,0.49
594,2016-01-02 11:44,9358075,255018454,1,0.99,0.99
597,2016-01-02 11:51,8369227,155174637,1,50.39,50.39
598,2016-01-02 11:59,6774320,224266,1,30.99,30.99
599,2016-01-02 12:06,4439552,43112920,1,12.99,12.99
600,2016-01-02 9:58,10451620,251485,1,93.99,93.99
600,2016-01-02 9:58,10451620,109651660,1,22.99,22.99
602,2016-01-02 10:14,5181289,252614994,1,24.99,24.99
603,2016-01-02 11:59,13097508,261921,1,30.99,30.99
603,2016-01-02 11:59,13097508,225915210,1,27.99,27.99
606,2016-01-02 12:40,19584335,225666,1,33.99,33.99
606,2016-01-02 12:40,19584335,252614988,1,24.99,24.99
606,2016-01-02 12:40,19584335,252614989,1,19.99,19.99
608,2016-01-02 12:52,21198866,229652,1,44.99,44.99
609,2016-01-02 13:50,5244015,238016,1,33.99,33.99
609,2016-01-02 13:50,5244015,240044,1,32.99,32.99
611,2016-01-02 14:06,3338358,285065,1,19.99,19.99
612,2016-01-02 14:25,21229097,232876,1,43.99,43.99
613,2016-01-02 10:21,5205872,220654,1,24.99,24.99
613,2016-01-02 10:21,5205872,240816,1,67.99,67.99
616,2016-01-02 10:32,4134518,253155,1,21.99,21.99
616,2016-01-02 10:32,4134518,114149994,1,44.99,44.99
616,2016-01-02 10:32,4134518,244824300,1,62.99,62.99
618,2016-01-02 10:58,10391492,238185935,1,81.99,81.99
619,2016-01-02 11:26,2202286,244385,1,16.79,16.79
619,2016-01-02 11:26,2202286,254763,1,21.99,21.99
621,2016-01-02 11:32,14036932,282146,1,51.99,51.99
622,2016-01-02 11:42,14330274,114150017,1,62.99,62.99
623,2016-01-02 12:13,21233210,179799406,1,66.99,66.99
623,2016-01-02 12:13,21233210,225235727,1,3.49,3.49
626,2016-01-02 12:43,1098125,228299,1,25.99,25.99
626,2016-01-02 12:43,1098125,512527,1,34.99,34.99
626,2016-01-02 12:43,1098125,202038257,1,33.99,33.99
629,2016-01-02 13:59,14075295,235128,1,32.99,32.99
629,2016-01-02 13:59,14075295,511601,1,59.99,59.99
629,2016-01-02 13:59,14075295,114150009,1,52.99,52.99
631,2016-01-02 16:45,2484810,493657,1,27.99,27.99
633,2016-01-02 10:07,9627507,250023,1,29.99,29.99
633,2016-01-02 10:07,9627507,259478,1,23.99,23.99
633,2016-01-02 10:07,9627507,44399928,1,3.99,3.99
635,2016-01-02 10:15,4122099,6066065,1,32.19,32.19
635,2016-01-02 10:15,4122099,240760451,1,52.49,52.49
637,2016-01-02 10:19,3568127,244824295,1,5.99,5.99
639,2016-01-02 10:20,11259901,231340,1,30.99,30.99
639,2016-01-02 10:20,11259901,276153,1,32.99,32.99
639,2016-01-02 10:20,11259901,216412493,1,60.99,60.99
641,2016-01-02 10:47,7621068,240908,1,24.99,24.99
642,2016-01-02 10:55,13131604,260974,1,33.99,33.99
642,2016-01-02 10:55,13131604,261231,1,24.99,24.99
644,2016-01-02 11:42,505502,271233,1,44.99,44.99
644,2016-01-02 11:42,505502,120232681,1,20.99,20.99
647,2016-01-02 11:54,7176532,17446221,1,25.99,25.99
647,2016-01-02 11:54,7176532,170091013,1,28.99,28.99
647,2016-01-02 11:54,7176532,235452667,1,20.99,20.99
649,2016-01-02 12:07,9316764,241007,1,33.99,33.99
649,2016-01-02 12:07,9316764,114149994,1,44.99,44.99
651,2016-01-02 12:15,12423997,114150045,1,22.99,22.99
652,2016-01-02 12:16,2500965,2893052,1,120.95,120.95
654,2016-01-02 13:03,12400020,229652,1,44.99,44.99
654,2016-01-02 13:03,12400020,231462,1,39.99,39.99
654,2016-01-02 13:03,12400020,471609,1,45.99,45.99
656,2016-01-02 13:14,6486463,230483,1,76.99,76.99
657,2016-01-02 13:15,11568865,496004,1,84.99,84.99
658,2016-01-02 13:25,4484897,514658,1,24.99,24.99
659,2016-01-02 13:27,2652159,224383,1,44.99,44.99
659,2016-01-02 13:27,2652159,364533,1,63.99,63.99
661,2016-01-02 13:53,14295255,253144,1,46.99,46.99
662,2016-01-02 14:09,2468720,255018378,1,52,52
662,2016-01-02 14:09,2468720,255018391,1,55,55
664,2016-01-02 14:43,15733072,242812102,1,16.79,16.79
665,2016-01-02 14:49,4379581,291019,1,32.99,32.99
666,2016-01-02 14:52,3917306,247361,1,46.99,46.99
666,2016-01-02 14:52,3917306,44399928,1,3.99,3.99
668,2016-01-02 15:15,1277628,260605,1,31.99,31.99
669,2016-01-02 15:22,11923934,260751,1,49.99,49.99
670,2016-01-02 15:48,11343421,252289,1,34.99,34.99
670,2016-01-02 15:48,11343421,515745,1,76.99,76.99
672,2016-01-02 16:03,9705807,120232658,1,29.39,29.39
673,2016-01-02 16:10,2736044,223877049,1,62.99,62.99
674,2016-01-02 16:21,2596228,240542,2,71.99,143.98
675,2016-01-02 16:24,19643039,251847,1,29.99,29.99
675,2016-01-02 16:24,19643039,114149989,1,62.99,62.99
677,2016-01-02 16:27,14379896,17446191,1,17.99,17.99
678,2016-01-02 16:51,21221035,449314,1,6.49,6.49
678,2016-01-02 16:51,21221035,243496367,1,14.99,14.99
680,2016-01-02 16:53,10500553,113495840,1,39.99,39.99
681,2016-01-02 17:03,614661,225915224,1,69.29,69.29
682,2016-01-02 17:07,11446095,270539,1,45.99,45.99
683,2016-01-02 17:10,16474042,261896,1,39.49,39.49
684,2016-01-02 17:10,8390961,229685,1,34.99,34.99
685,2016-01-02 17:22,2806010,179133137,1,36.49,36.49
686,2016-01-02 17:52,15131772,256674,1,74.99,74.99
687,2016-01-02 17:55,9715181,224383,1,44.99,44.99
687,2016-01-02 17:55,9715181,221160987,1,98.99,98.99
689,2016-01-02 9:45,12788599,245233,1,31.99,31.99
690,2016-01-02 10:10,3212092,246847,1,81.99,81.99
690,2016-01-02 10:10,3212092,127638022,1,80.99,80.99
692,2016-01-02 10:34,20330348,14388022,1,11.99,11.99
693,2016-01-02 10:43,4599565,215912,1,13.99,13.99
693,2016-01-02 10:43,4599565,202038260,1,18.19,18.19
695,2016-01-02 10:55,16042649,260428,1,33.99,33.99
696,2016-01-02 11:00,2355465,243655,1,23.49,23.49
697,2016-01-02 11:26,10031476,502589,1,6.49,6.49
698,2016-01-02 11:37,7820001,44399914,1,14.99,14.99
699,2016-01-02 12:03,9838299,247314,1,44.99,44.99
700,2016-01-02 12:11,19303521,96838909,1,21.99,21.99
701,2016-01-02 12:32,7705282,282415,1,78.99,78.99
702,2016-01-02 13:10,3359204,272123,1,76.99,76.99
704,2016-01-02 13:13,21233378,228100,1,22.99,22.99
704,2016-01-02 13:13,21233378,228139,1,54.99,54.99
704,2016-01-02 13:13,21233378,242983,1,25.99,25.99
706,2016-01-02 13:20,21228358,265726,1,31.99,31.99
706,2016-01-02 13:20,21228358,226594812,1,70.99,70.99
708,2016-01-02 13:38,7540708,227089,1,50.99,50.99
709,2016-01-02 13:39,3485967,212058,1,24.99,24.99
709,2016-01-02 13:39,3485967,227628,1,24.99,24.99
711,2016-01-02 13:44,21229502,500871,1,51.09,51.09
712,2016-01-02 13:51,8073111,268646680,1,56.99,56.99
713,2016-01-02 14:18,15371807,256674,1,74.99,74.99
714,2016-01-02 14:24,8493818,244336,1,14.2,14.2
715,2016-01-02 14:26,4502076,503815,1,30.99,30.99
715,2016-01-02 14:26,4502076,179133136,1,29.99,29.99
717,2016-01-02 14:40,377631,292540,1,23.7,23.7
719,2016-01-02 14:46,17116092,275304,1,30.99,30.99
719,2016-01-02 14:46,17116092,287980,1,30.99,30.99
719,2016-01-02 14:46,17116092,170090992,1,15.99,15.99
722,2016-01-02 15:16,15466049,224985,1,34.99,34.99
722,2016-01-02 15:16,15466049,251918,1,64.99,64.99
722,2016-01-02 15:16,15466049,281187,1,44.99,44.99
724,2016-01-02 15:39,11164421,17446178,1,13.99,13.99
725,2016-01-02 15:40,11164421,14388022,1,11.99,11.99
725,2016-01-02 15:40,11164421,17446178,1,13.99,13.99
727,2016-01-02 15:41,9341062,243496373,1,10.49,10.49
728,2016-01-02 15:42,3531402,251478,1,11.99,11.99
729,2016-01-02 15:46,8800903,234851,1,61.99,61.99
730,2016-01-02 15:57,636521,248928,1,39.99,39.99
732,2016-01-02 15:58,5224598,217726,1,25.99,25.99
732,2016-01-02 15:58,5224598,224635,1,21.99,21.99
732,2016-01-02 15:58,5224598,234789,1,24.99,24.99
732,2016-01-02 15:58,5224598,31828710,1,25.99,25.99
735,2016-01-02 16:00,2345280,238709480,1,53.89,53.89
735,2016-01-02 16:00,2345280,240760458,1,62.29,62.29
737,2016-01-02 16:02,21232064,179799393,1,38.99,38.99
739,2016-01-02 16:03,21232064,225350,1,25.99,25.99
739,2016-01-02 16:03,21232064,135028157,1,5.99,5.99
739,2016-01-02 16:03,21232064,259142157,1,32.49,32.49
741,2016-01-02 16:31,2659920,40260392,1,21.69,21.69
742,2016-01-02 16:32,6003586,419772,1,11.49,11.49
744,2016-01-02 16:40,3003235,257451,1,33.99,33.99
744,2016-01-02 16:40,3003235,257912,1,53.99,53.99
744,2016-01-02 16:40,3003235,286328,1,51.99,51.99
746,2016-01-02 16:43,8802753,365490,1,69.29,69.29
747,2016-01-02 16:45,14847707,261231,1,24.99,24.99
748,2016-01-02 16:46,12420735,459301,1,34.99,34.99
749,2016-01-02 17:26,1287312,224556303,1,32.89,32.89
752,2016-01-02 17:29,4095901,217948,1,0.78,0.78
752,2016-01-02 17:29,4095901,244098,1,29.99,29.99
752,2016-01-02 17:29,4095901,225235708,1,1.99,1.99
752,2016-01-02 17:29,4095901,225235726,1,1.49,1.49
752,2016-01-02 17:29,4095901,225235730,2,1.49,2.98
752,2016-01-02 17:29,4095901,226594814,2,0.49,0.98
756,2016-01-02 17:46,6471930,14388002,1,18.99,18.99
757,2016-01-02 17:49,2899536,21590936,1,68.99,68.99
758,2016-01-02 10:02,9327499,135686343,1,48.29,48.29
763,2016-01-02 12:27,13075409,236490,1,12.3,12.3
763,2016-01-02 12:27,13075409,480447,1,24.49,24.49
763,2016-01-02 12:27,13075409,504246,1,19.99,19.99
763,2016-01-02 12:27,13075409,511379,1,36.99,36.99
763,2016-01-02 12:27,13075409,156497091,3,6.99,20.97
763,2016-01-02 12:27,13075409,231356168,1,18.99,18.99
763,2016-01-02 12:27,13075409,243496374,1,58.79,58.79
763,2016-01-02 12:27,13075409,243496391,2,17.99,35.98
763,2016-01-02 12:27,13075409,244138589,2,9.99,19.98
763,2016-01-02 12:27,13075409,245510031,1,28.69,28.69
770,2016-01-02 12:46,21231942,259000,1,32.99,32.99
770,2016-01-02 12:46,21231942,287980,1,30.99,30.99
770,2016-01-02 12:46,21231942,197384768,1,33.99,33.99
770,2016-01-02 12:46,21231942,244824271,1,9.99,9.99
774,2016-01-02 12:48,21231942,44399910,1,12.99,12.99
774,2016-01-02 12:48,21231942,44399917,1,8.99,8.99
774,2016-01-02 12:48,21231942,44399934,1,16.99,16.99
777,2016-01-02 12:55,8468925,411162,1,59.99,59.99
777,2016-01-02 12:55,8468925,44399933,1,14.99,14.99
777,2016-01-02 12:55,8468925,44399934,1,16.99,16.99
779,2016-01-02 13:35,13436583,138262084,2,9.99,19.98
780,2016-01-02 13:59,21228278,61779766,1,3.99,3.99
781,2016-01-02 16:40,15223841,458292,1,59.95,59.95
782,2016-01-02 9:43,7428211,249901,1,95.99,95.99
782,2016-01-02 9:43,7428211,179799394,1,118.99,118.99
784,2016-01-02 9:44,14527760,495161,1,112.99,112.99
785,2016-01-02 9:45,3253109,238016,1,33.99,33.99
786,2016-01-02 9:56,510474,493657,1,27.99,27.99
787,2016-01-02 10:39,12292434,265204,1,16.79,16.79
788,2016-01-02 10:46,19160625,260605,1,31.99,31.99
788,2016-01-02 10:46,19160625,287792,1,39.99,39.99
790,2016-01-02 11:23,3189832,262327,1,62.99,62.99
791,2016-01-02 11:37,9848378,220796,1,123.95,123.95
791,2016-01-02 11:37,9848378,225168,1,49.99,49.99
793,2016-01-02 11:38,15108314,271723,1,83.99,83.99
794,2016-01-02 11:40,4506253,418880,1,5.99,5.99
795,2016-01-02 11:43,21229930,242599,1,83.99,83.99
796,2016-01-02 11:52,20976611,237023,1,49.99,49.99
797,2016-01-02 12:04,21233469,270046,1,45.49,45.49
797,2016-01-02 12:04,21233469,166838318,1,72.99,72.99
799,2016-01-02 12:26,7540149,480447,1,24.49,24.49
800,2016-01-02 13:26,15643651,236631,1,0.99,0.99
800,2016-01-02 13:26,15643651,256674,1,74.99,74.99
802,2016-01-02 13:42,14913548,213030,1,20.99,20.99
802,2016-01-02 13:42,14913548,241954,1,26.99,26.99
804,2016-01-02 13:47,21230470,122631913,1,37.99,37.99
804,2016-01-02 13:47,21230470,244824271,1,9.99,9.99
806,2016-01-02 13:49,4625013,246501,1,19.99,19.99
808,2016-01-02 13:54,9411470,250558,1,32.99,32.99
808,2016-01-02 13:54,9411470,384180,1,34.99,34.99
808,2016-01-02 13:54,9411470,94884412,1,30.99,30.99
810,2016-01-02 13:56,14246499,271063,1,24.99,24.99
811,2016-01-02 13:57,1525124,220981,1,31.99,31.99
812,2016-01-02 14:08,3058453,232101,1,34.99,34.99
812,2016-01-02 14:08,3058453,43112878,1,13.99,13.99
814,2016-01-02 14:09,3058453,151735722,1,31.49,31.49
815,2016-01-02 14:27,13839330,384122,1,31.49,31.49
816,2016-01-02 14:46,3488220,502701,1,66.99,66.99
816,2016-01-02 14:46,3488220,152396480,1,74.99,74.99
818,2016-01-02 15:01,13273578,194030401,1,53.99,53.99
821,2016-01-02 15:02,11494813,297244,1,15.99,15.99
821,2016-01-02 15:02,11494813,423920,2,9.2,18.4
821,2016-01-02 15:02,11494813,466143,1,13.99,13.99
821,2016-01-02 15:02,11494813,483541,1,18.19,18.19
821,2016-01-02 15:02,11494813,2893045,1,43.99,43.99
821,2016-01-02 15:02,11494813,116954591,1,36.99,36.99
825,2016-01-02 15:07,5485199,155835767,1,23.99,23.99
825,2016-01-02 15:07,5485199,202038263,1,25.99,25.99
827,2016-01-02 15:12,66706,236135919,1,25.99,25.99
828,2016-01-02 15:37,4577045,223877021,1,39.99,39.99
829,2016-01-02 15:47,4411420,238236,1,10.9,10.9
830,2016-01-02 15:55,15306127,231966,1,79.99,79.99
831,2016-01-02 15:57,8507740,244098,1,29.99,29.99
832,2016-01-02 16:48,21231437,270042,1,121.95,121.95
833,2016-01-02 16:54,20655067,460328,1,32.99,32.99
834,2016-01-02 17:19,18148218,415938,1,24.99,24.99
835,2016-01-02 9:57,6395570,228912,1,25.99,25.99
836,2016-01-02 11:47,8557555,221839870,1,20.99,20.99
837,2016-01-02 11:54,11369905,269152,1,29.49,29.49
838,2016-01-02 12:01,10072462,254627,1,35.99,35.99
839,2016-01-02 12:05,2731513,232572,1,52.99,52.99
840,2016-01-02 12:34,11209025,287826,1,31.99,31.99
841,2016-01-02 12:49,4508892,187400186,1,119.95,119.95
842,2016-01-02 12:57,14262581,238101,1,84.99,84.99
843,2016-01-02 14:59,14793960,202038236,1,69.99,69.99
844,2016-01-02 15:04,2505629,248225,1,34.99,34.99
845,2016-01-02 15:15,4430475,260605,1,31.99,31.99
846,2016-01-02 15:31,7775353,236959,1,61.99,61.99
847,2016-01-02 16:04,12827113,247343,1,22.99,22.99
848,2016-01-02 16:24,10390644,218119,1,26.99,26.99
848,2016-01-02 16:24,10390644,416142,1,9.99,9.99
850,2016-01-02 16:32,3211287,260530,1,90.99,90.99
852,2016-01-02 16:41,4042956,56679935,1,6.49,6.49
852,2016-01-02 16:41,4042956,61131888,1,5.49,5.49
852,2016-01-02 16:41,4042956,61131886,1,2.99,2.99
854,2016-01-02 16:47,3429760,268806,1,6.95,6.95
855,2016-01-02 16:59,19810226,253722,3,11.99,35.97
856,2016-01-02 17:27,5422867,237132,1,49.99,49.99
857,2016-01-02 10:06,1973277,259142168,1,20.99,20.99
859,2016-01-02 10:16,6565265,261351,1,84.99,84.99
859,2016-01-02 10:16,6565265,393292,1,65.79,65.79
859,2016-01-02 10:16,6565265,504106,1,46.19,46.19
861,2016-01-02 10:41,11846958,246561,1,31.99,31.99
862,2016-01-02 11:06,13892423,268882,1,64.99,64.99
863,2016-01-02 11:18,4664353,153542569,1,31.99,31.99
864,2016-01-02 11:27,14363217,238950,1,60.89,60.89
865,2016-01-02 12:07,15191432,43113027,1,5.49,5.49
865,2016-01-02 12:07,15191432,135028157,1,5.99,5.99
867,2016-01-02 12:12,3874706,237313,1,40.99,40.99
867,2016-01-02 12:12,3874706,75231156,1,74.99,74.99
869,2016-01-02 12:25,3588716,238365,1,58.99,58.99
870,2016-01-02 14:01,18841490,512786,1,132.95,132.95
871,2016-01-02 15:06,13951722,234467,1,40.99,40.99
872,2016-01-02 15:08,7851124,225875,1,36.99,36.99
872,2016-01-02 15:08,7851124,248261,1,153.95,153.95
874,2016-01-02 15:20,19765785,166838315,1,51.99,51.99
875,2016-01-02 15:23,14826871,256675,1,67.99,67.99
876,2016-01-02 15:32,7259593,250756,1,97.99,97.99
876,2016-01-02 15:32,7259593,262684,1,54.99,54.99
878,2016-01-02 15:39,6851174,231283,1,22.99,22.99
878,2016-01-02 15:39,6851174,260059,1,31.99,31.99
880,2016-01-02 15:41,5029520,232973,1,33.99,33.99
881,2016-01-02 15:54,14975664,120232669,1,31.99,31.99
881,2016-01-02 15:54,14975664,244824309,1,13.99,13.99
883,2016-01-02 17:05,21231092,244138590,1,14.99,14.99
883,2016-01-02 17:05,21231092,244138589,1,9.99,9.99
886,2016-01-02 12:20,106895,239285,1,48.29,48.29
886,2016-01-02 12:20,106895,288350,1,21.69,21.69
886,2016-01-02 12:20,106895,244824263,1,9.5,9.5
889,2016-01-02 13:12,9998930,44399919,1,25.99,25.99
889,2016-01-02 13:12,9998930,44399924,1,16.99,16.99
889,2016-01-02 13:12,9998930,109651661,1,29.99,29.99
891,2016-01-02 13:57,15637467,156497109,1,88.99,88.99
892,2016-01-02 13:59,7572655,259830145,1,71.99,71.99
893,2016-01-02 14:06,449146,135028201,1,25.99,25.99
894,2016-01-02 14:13,19222183,270222,1,57.99,57.99
894,2016-01-02 14:13,19222183,279725,1,59.99,59.99
896,2016-01-02 15:12,2092786,240760462,1,92.36,92.36
897,2016-01-02 15:15,5086622,108345075,1,13.49,13.49
898,2016-01-02 15:18,21228879,245101,1,118.95,118.95
899,2016-01-02 15:32,8401760,131184034,1,58.09,58.09
901,2016-01-02 15:48,12490465,245224,1,103.95,103.95
901,2016-01-02 15:48,12490465,513005,1,33.99,33.99
901,2016-01-02 15:48,12490465,224556315,1,89.99,89.99
903,2016-01-02 16:22,5115784,262733,1,20.99,20.99
904,2016-01-02 17:14,8064356,203370144,1,13.29,13.29
905,2016-01-02 17:17,8288094,203370144,1,13.29,13.29
906,2016-01-02 17:22,11623853,235452692,1,103.95,103.95
907,2016-01-02 10:57,3223450,100066389,1,42.99,42.99
908,2016-01-02 11:05,2985721,220654,1,24.99,24.99
909,2016-01-02 11:46,3486402,443341,1,4.49,4.49
910,2016-01-02 11:51,2931456,259335,1,80.99,80.99
912,2016-01-02 12:16,19753969,262095,1,4.5,4.5
912,2016-01-02 12:16,19753969,79129305,1,22.99,22.99
912,2016-01-02 12:16,19753969,79129336,1,22.99,22.99
914,2016-01-02 15:51,9341276,224086,2,108.95,217.9
915,2016-01-02 16:57,15214451,253722,1,11.99,11.99
915,2016-01-02 16:57,15214451,278638,1,11.99,11.99
917,2016-01-02 11:08,21231447,270146,1,96.99,96.99
918,2016-01-02 13:01,10646585,43113204,1,8.99,8.99
919,2016-01-02 13:25,3721601,100066381,1,51.99,51.99
920,2016-01-02 13:40,1917572,474343,1,28.69,28.69
